dispersal_allowed,plate_id,pairwise_id,week,beta_diversity
yes,CL,a54,4,0.120689655
yes,CL,a55,4,0.163934426
yes,CL,a56,4,0.126984127
yes,CL,a57,4,0.166666667
yes,CL,a58,4,0.15625
yes,CL,a59,4,0.129770992
yes,CL,a60,4,0.129770992
yes,CL,a61,4,0.15625
yes,CL,a62,4,0.147286822
yes,CL,a63,4,0.067669173
yes,CL,a64,4,0.121212121
yes,CL,a65,4,0.121212121
yes,CL,a66,4,0.072463768
yes,CL,a67,4,0.075757576
yes,CL,a68,4,0.121212121
yes,CL,a69,4,0.096296296
yes,CL,a70,4,0.136
yes,CL,a71,4,0.100775194
yes,CL,a72,4,0.051851852
yes,CL,a73,4,0.064748201
yes,CL,a74,4,0.020689655
yes,CL,a75,4,0.264957265
yes,CL,a76,4,0.264957265
yes,CL,a77,4,0.245614035
yes,CL,a78,4,0.182608696
yes,CL,a79,4,0.092436975
yes,CL,a80,4,0.203389831
yes,CL,a81,4,0.033898305
yes,CL,a82,4,0.241935484
yes,CL,a83,4,0.152542373
yes,CL,a84,4,0.152542373
yes,CL,a85,4,0.05785124
yes,CL,a86,4,0.099099099
yes,CL,a87,4,0.130434783
yes,CL,a88,4,0.223140496
yes,CL,a89,4,0.136
yes,CL,a90,4,0.175572519
yes,CL,a91,4,0.166666667
yes,CL,a92,4,0.076923077
yes,CL,a93,4,0.084745763
yes,CL,a94,4,0.163934426
yes,CL,a95,4,0.05785124
yes,CL,a96,4,0.223140496
yes,CL,a97,4,0.212598425
yes,CL,a98,4,0.107438017
yes,CL,a99,4,0.107438017
yes,CL,a100,4,0.193548387
yes,CL,a101,4,0.175438596
yes,CL,a102,4,0.13559322
yes,CL,a103,4,0.080645161
yes,CL,a104,4,0.109375
yes,CL,a105,4,0.104477612
yes,CL,a106,4,0.094017094
yes,CL,a107,4,0.13559322
yes,CL,a108,4,0.163934426
yes,CL,a109,4,0.107438017
yes,CL,a110,4,0.223140496
yes,CL,a111,4,0.102362205
yes,CL,a112,4,0.173553719
yes,CL,a113,4,0.107438017
yes,CL,a114,4,0.193548387
yes,CL,a115,4,0.175438596
yes,CL,a116,4,0.13559322
yes,CL,a117,4,0.129032258
yes,CL,a118,4,0.109375
yes,CL,a119,4,0.104477612
yes,CL,a120,4,0.113043478
yes,CL,a121,4,0.142857143
yes,CL,a122,4,0.084745763
yes,CL,a123,4,0.203389831
yes,CL,a124,4,0.193548387
yes,CL,a125,4,0.084745763
yes,CL,a126,4,0.084745763
yes,CL,a127,4,0.173553719
yes,CL,a128,4,0.153153153
yes,CL,a129,4,0.113043478
yes,CL,a130,4,0.157024793
yes,CL,a131,4,0.088
yes,CL,a132,4,0.129770992
yes,CL,a133,4,0.083333333
yes,CL,a134,4,0.025210084
yes,CL,a135,4,0.142857143
yes,CL,a136,4,0.232
yes,CL,a137,4,0.142857143
yes,CL,a138,4,0.025210084
yes,CL,a139,4,0.163934426
yes,CL,a140,4,0.089285714
yes,CL,a141,4,0.051724138
yes,CL,a142,4,0.098360656
yes,CL,a143,4,0.079365079
yes,CL,a144,4,0.121212121
yes,CL,a145,4,0.105691057
yes,CL,a146,4,0.056910569
yes,CL,a147,4,0.147286822
yes,CL,a148,4,0.056910569
yes,CL,a149,4,0.056910569
yes,CL,a150,4,0.079365079
yes,CL,a151,4,0.068965517
yes,CL,a152,4,0.033333333
yes,CL,a153,4,0.126984127
yes,CL,a154,4,0.046153846
yes,CL,a155,4,0.088235294
yes,CL,a156,4,0.163934426
yes,CL,a157,4,0.203125
yes,CL,a158,4,0.114754098
yes,CL,a159,4,0.049180328
yes,CL,a160,4,0.136
yes,CL,a161,4,0.113043478
yes,CL,a162,4,0.075630252
yes,CL,a163,4,0.072
yes,CL,a164,4,0.054263566
yes,CL,a165,4,0.096296296
yes,CL,a166,4,0.203125
yes,CL,a167,4,0.114754098
yes,CL,a168,4,0.114754098
yes,CL,a169,4,0.024
yes,CL,a170,4,0.060869565
yes,CL,a171,4,0.092436975
yes,CL,a172,4,0.184
yes,CL,a173,4,0.100775194
yes,CL,a174,4,0.140740741
yes,CL,a175,4,0.15625
yes,CL,a176,4,0.203125
yes,CL,a177,4,0.175572519
yes,CL,a178,4,0.223140496
yes,CL,a179,4,0.184
yes,CL,a180,4,0.129770992
yes,CL,a181,4,0.140740741
yes,CL,a182,4,0.092198582
yes,CL,a183,4,0.114754098
yes,CL,a184,4,0.088
yes,CL,a185,4,0.130434783
yes,CL,a186,4,0.092436975
yes,CL,a187,4,0.136
yes,CL,a188,4,0.054263566
yes,CL,a189,4,0.096296296
yes,CL,a190,4,0.136
yes,CL,a191,4,0.060869565
yes,CL,a192,4,0.025210084
yes,CL,a193,4,0.12
yes,CL,a194,4,0.054263566
yes,CL,a195,4,0.096296296
yes,CL,a196,4,0.084745763
yes,CL,a197,4,0.114754098
yes,CL,a198,4,0.15625
yes,CL,a199,4,0.075757576
yes,CL,a200,4,0.115942029
yes,CL,a201,4,0.035714286
yes,CL,a202,4,0.13559322
yes,CL,a203,4,0.114754098
yes,CL,a204,4,0.15625
yes,CL,a205,4,0.098360656
yes,CL,a206,4,0.079365079
yes,CL,a207,4,0.121212121
yes,CL,a208,4,0.121212121
yes,CL,a209,4,0.072463768
yes,CL,a210,4,0.042253521
yes,CL,a1,5,0.040540541
yes,CL,a2,5,0.136
yes,CL,a3,5,0.149253731
yes,CL,a4,5,0.083969466
yes,CL,a5,5,0.084507042
yes,CL,a6,5,0.107913669
yes,CL,a7,5,0.044117647
yes,CL,a8,5,0.136
yes,CL,a9,5,0.109375
yes,CL,a10,5,0.15625
yes,CL,a11,5,0.044117647
yes,CL,a12,5,0.115942029
yes,CL,a13,5,0.044117647
yes,CL,a14,5,0.115942029
yes,CL,a15,5,0.028985507
yes,CL,a16,5,0.075757576
yes,CL,a17,5,0.136
yes,CL,a18,5,0.140740741
yes,CL,a19,5,0.088235294
yes,CL,a20,5,0.134751773
yes,CL,a21,5,0.175572519
yes,CL,a22,5,0.142857143
yes,CL,a23,5,0.124087591
yes,CL,a24,5,0.040540541
yes,CL,a25,5,0.103448276
yes,CL,a26,5,0.084507042
yes,CL,a27,5,0.175572519
yes,CL,a28,5,0.149253731
yes,CL,a29,5,0.149253731
yes,CL,a30,5,0.084507042
yes,CL,a31,5,0.111111111
yes,CL,a32,5,0.084507042
yes,CL,a33,5,0.069444444
yes,CL,a34,5,0.069444444
yes,CL,a35,5,0.115942029
yes,CL,a36,5,0.175572519
yes,CL,a37,5,0.134751773
yes,CL,a38,5,0.084507042
yes,CL,a39,5,0.088435374
yes,CL,a40,5,0.196581197
yes,CL,a41,5,0.122807018
yes,CL,a42,5,0.184
yes,CL,a43,5,0.213114754
yes,CL,a44,5,0.142857143
yes,CL,a45,5,0.12962963
yes,CL,a46,5,0.225225225
yes,CL,a47,5,0.153153153
yes,CL,a48,5,0.142857143
yes,CL,a49,5,0.272727273
yes,CL,a50,5,0.142857143
yes,CL,a51,5,0.157024793
yes,CL,a52,5,0.107438017
yes,CL,a53,5,0.113043478
yes,CL,a54,5,0.12962963
yes,CL,a55,5,0.203389831
yes,CL,a56,5,0.142857143
yes,CL,a57,5,0.241935484
yes,CL,a58,5,0.25203252
yes,CL,a59,5,0.149253731
yes,CL,a60,5,0.175572519
yes,CL,a61,5,0.15625
yes,CL,a62,5,0.264957265
yes,CL,a63,5,0.166666667
yes,CL,a64,5,0.283333333
yes,CL,a65,5,0.15625
yes,CL,a66,5,0.076923077
yes,CL,a67,5,0.15625
yes,CL,a68,5,0.184615385
yes,CL,a69,5,0.184615385
yes,CL,a70,5,0.193548387
yes,CL,a71,5,0.213675214
yes,CL,a72,5,0.118110236
yes,CL,a73,5,0.15625
yes,CL,a74,5,0.052631579
yes,CL,a75,5,0.175572519
yes,CL,a76,5,0.15625
yes,CL,a77,5,0.088
yes,CL,a78,5,0.122807018
yes,CL,a79,5,0.162393162
yes,CL,a80,5,0.145299145
yes,CL,a81,5,0.088
yes,CL,a82,5,0.212598425
yes,CL,a83,5,0.088
yes,CL,a84,5,0.102362205
yes,CL,a85,5,0.05511811
yes,CL,a86,5,0.05785124
yes,CL,a87,5,0.122807018
yes,CL,a88,5,0.241935484
yes,CL,a89,5,0.184
yes,CL,a90,5,0.230769231
yes,CL,a91,5,0.107913669
yes,CL,a92,5,0.088235294
yes,CL,a93,5,0.136
yes,CL,a94,5,0.15625
yes,CL,a95,5,0.109375
yes,CL,a96,5,0.088235294
yes,CL,a97,5,0.115942029
yes,CL,a98,5,0.088235294
yes,CL,a99,5,0.072463768
yes,CL,a100,5,0.115942029
yes,CL,a101,5,0.121212121
yes,CL,a102,5,0.184
yes,CL,a103,5,0.096296296
yes,CL,a104,5,0.044117647
yes,CL,a105,5,0.092198582
yes,CL,a106,5,0.067669173
yes,CL,a107,5,0.163934426
yes,CL,a108,5,0.136
yes,CL,a109,5,0.136
yes,CL,a110,5,0.067669173
yes,CL,a111,5,0.096296296
yes,CL,a112,5,0.067669173
yes,CL,a113,5,0.096296296
yes,CL,a114,5,0.140740741
yes,CL,a115,5,0.100775194
yes,CL,a116,5,0.163934426
yes,CL,a117,5,0.166666667
yes,CL,a118,5,0.112781955
yes,CL,a119,5,0.115942029
yes,CL,a120,5,0.092436975
yes,CL,a121,5,0.06557377
yes,CL,a122,5,0.114754098
yes,CL,a123,5,0
yes,CL,a124,5,0.121212121
yes,CL,a125,5,0
yes,CL,a126,5,0.075757576
yes,CL,a127,5,0.075757576
yes,CL,a128,5,0.031746032
yes,CL,a129,5,0.092436975
yes,CL,a130,5,0.147286822
yes,CL,a131,5,0.092307692
yes,CL,a132,5,0.140740741
yes,CL,a133,5,0.099099099
yes,CL,a134,5,0.099099099
yes,CL,a135,5,0.092436975
yes,CL,a136,5,0.223140496
yes,CL,a137,5,0.092436975
yes,CL,a138,5,0.107438017
yes,CL,a139,5,0.107438017
yes,CL,a140,5,0.060869565
yes,CL,a141,5,0.055555556
yes,CL,a142,5,0.203389831
yes,CL,a143,5,0.142857143
yes,CL,a144,5,0.241935484
yes,CL,a145,5,0.192982456
yes,CL,a146,5,0.06557377
yes,CL,a147,5,0.129032258
yes,CL,a148,5,0.06557377
yes,CL,a149,5,0.14516129
yes,CL,a150,5,0.14516129
yes,CL,a151,5,0.101694915
yes,CL,a152,5,0.099099099
yes,CL,a153,5,0.223140496
yes,CL,a154,5,0.163934426
yes,CL,a155,5,0.149606299
yes,CL,a156,5,0.114754098
yes,CL,a157,5,0.241935484
yes,CL,a158,5,0.114754098
yes,CL,a159,5,0.080645161
yes,CL,a160,5,0.129032258
yes,CL,a161,5,0.084745763
yes,CL,a162,5,0.153153153
yes,CL,a163,5,0.157024793
yes,CL,a164,5,0.114754098
yes,CL,a165,5,0.212598425
yes,CL,a166,5,0.121212121
yes,CL,a167,5,0
yes,CL,a168,5,0.075757576
yes,CL,a169,5,0.075757576
yes,CL,a170,5,0.031746032
yes,CL,a171,5,0.092436975
yes,CL,a172,5,0.147286822
yes,CL,a173,5,0.092307692
yes,CL,a174,5,0.140740741
yes,CL,a175,5,0.121212121
yes,CL,a176,5,0.149253731
yes,CL,a177,5,0.149253731
yes,CL,a178,5,0.15625
yes,CL,a179,5,0.223140496
yes,CL,a180,5,0.129770992
yes,CL,a181,5,0.166666667
yes,CL,a182,5,0.065693431
yes,CL,a183,5,0.075757576
yes,CL,a184,5,0.075757576
yes,CL,a185,5,0.031746032
yes,CL,a186,5,0.092436975
yes,CL,a187,5,0.147286822
yes,CL,a188,5,0.092307692
yes,CL,a189,5,0.140740741
yes,CL,a190,5,0.089552239
yes,CL,a191,5,0.046875
yes,CL,a192,5,0.107438017
yes,CL,a193,5,0.175572519
yes,CL,a194,5,0.121212121
yes,CL,a195,5,0.124087591
yes,CL,a196,5,0.046875
yes,CL,a197,5,0.107438017
yes,CL,a198,5,0.175572519
yes,CL,a199,5,0.121212121
yes,CL,a200,5,0.167883212
yes,CL,a201,5,0.060869565
yes,CL,a202,5,0.184
yes,CL,a203,5,0.126984127
yes,CL,a204,5,0.175572519
yes,CL,a205,5,0.203389831
yes,CL,a206,5,0.142857143
yes,CL,a207,5,0.193548387
yes,CL,a208,5,0.100775194
yes,CL,a209,5,0.104477612
yes,CL,a210,5,0.096296296
yes,CL,a1,6,0.02189781
yes,CL,a2,6,0.203252033
yes,CL,a3,6,0.069444444
yes,CL,a4,6,0.165354331
yes,CL,a5,6,0.124087591
yes,CL,a6,6,0.272727273
yes,CL,a7,6,0.138461538
yes,CL,a8,6,0.212598425
yes,CL,a9,6,0.138211382
yes,CL,a10,6,0.275862069
yes,CL,a11,6,0.203252033
yes,CL,a12,6,0.092198582
yes,CL,a13,6,0.203252033
yes,CL,a14,6,0.124087591
yes,CL,a15,6,0.080291971
yes,CL,a16,6,0.203252033
yes,CL,a17,6,0.165354331
yes,CL,a18,6,0.157894737
yes,CL,a19,6,0.065693431
yes,CL,a20,6,0.111111111
yes,CL,a21,6,0.233333333
yes,CL,a22,6,0.04964539
yes,CL,a23,6,0.193548387
yes,CL,a24,6,0.104477612
yes,CL,a25,6,0.254237288
yes,CL,a26,6,0.118110236
yes,CL,a27,6,0.193548387
yes,CL,a28,6,0.116666667
yes,CL,a29,6,0.256637168
yes,CL,a30,6,0.183333333
yes,CL,a31,6,0.072463768
yes,CL,a32,6,0.183333333
yes,CL,a33,6,0.104477612
yes,CL,a34,6,0.104477612
yes,CL,a35,6,0.183333333
yes,CL,a36,6,0.14516129
yes,CL,a37,6,0.138461538
yes,CL,a38,6,0.044776119
yes,CL,a39,6,0.092198582
yes,CL,a40,6,0.212598425
yes,CL,a41,6,0.163636364
yes,CL,a42,6,0.166666667
yes,CL,a43,6,0.230769231
yes,CL,a44,6,0.256637168
yes,CL,a45,6,0.163636364
yes,CL,a46,6,0.20754717
yes,CL,a47,6,0.151515152
yes,CL,a48,6,0.20754717
yes,CL,a49,6,0.241935484
yes,CL,a50,6,0.132075472
yes,CL,a51,6,0.166666667
yes,CL,a52,6,0.183333333
yes,CL,a53,6,0.20754717
yes,CL,a54,6,0.163636364
yes,CL,a55,6,0.275862069
yes,CL,a56,6,0.233333333
yes,CL,a57,6,0.212598425
yes,CL,a58,6,0.175572519
yes,CL,a59,6,0.092198582
yes,CL,a60,6,0.184
yes,CL,a61,6,0.104477612
yes,CL,a62,6,0.175572519
yes,CL,a63,6,0.165354331
yes,CL,a64,6,0.233333333
yes,CL,a65,6,0.165354331
yes,CL,a66,6,0.020689655
yes,CL,a67,6,0.165354331
yes,CL,a68,6,0.092198582
yes,CL,a69,6,0.092198582
yes,CL,a70,6,0.165354331
yes,CL,a71,6,0.129770992
yes,CL,a72,6,0.080291971
yes,CL,a73,6,0.092198582
yes,CL,a74,6,0.040540541
yes,CL,a75,6,0.241935484
yes,CL,a76,6,0.185185185
yes,CL,a77,6,0.145299145
yes,CL,a78,6,0.245614035
yes,CL,a79,6,0.163636364
yes,CL,a80,6,0.165048544
yes,CL,a81,6,0.090909091
yes,CL,a82,6,0.203125
yes,CL,a83,6,0.163636364
yes,CL,a84,6,0.129032258
yes,CL,a85,6,0.080645161
yes,CL,a86,6,0.090909091
yes,CL,a87,6,0.192982456
yes,CL,a88,6,0.216666667
yes,CL,a89,6,0.193548387
yes,CL,a90,6,0.175572519
yes,CL,a91,6,0.254237288
yes,CL,a92,6,0.165354331
yes,CL,a93,6,0.14516129
yes,CL,a94,6,0.233333333
yes,CL,a95,6,0.256637168
yes,CL,a96,6,0.233333333
yes,CL,a97,6,0.115942029
yes,CL,a98,6,0.233333333
yes,CL,a99,6,0.104477612
yes,CL,a100,6,0.149253731
yes,CL,a101,6,0.233333333
yes,CL,a102,6,0.193548387
yes,CL,a103,6,0.138461538
yes,CL,a104,6,0.104477612
yes,CL,a105,6,0.092198582
yes,CL,a106,6,0.207207207
yes,CL,a107,6,0.185185185
yes,CL,a108,6,0.307692308
yes,CL,a109,6,0.175257732
yes,CL,a110,6,0.153846154
yes,CL,a111,6,0.163934426
yes,CL,a112,6,0.153846154
yes,CL,a113,6,0.186440678
yes,CL,a114,6,0.254237288
yes,CL,a115,6,0.153846154
yes,CL,a116,6,0.185185185
yes,CL,a117,6,0.175438596
yes,CL,a118,6,0.254237288
yes,CL,a119,6,0.184
yes,CL,a120,6,0.145299145
yes,CL,a121,6,0.132743363
yes,CL,a122,6,0.132075472
yes,CL,a123,6,0.061946903
yes,CL,a124,6,0.129770992
yes,CL,a125,6,0.132743363
yes,CL,a126,6,0.165354331
yes,CL,a127,6,0.05511811
yes,CL,a128,6,0.061946903
yes,CL,a129,6,0.094017094
yes,CL,a130,6,0.073170732
yes,CL,a131,6,0.118110236
yes,CL,a132,6,0.149253731
yes,CL,a133,6,0.163636364
yes,CL,a134,6,0.106796117
yes,CL,a135,6,0.163636364
yes,CL,a136,6,0.203125
yes,CL,a137,6,0.090909091
yes,CL,a138,6,0.14516129
yes,CL,a139,6,0.193548387
yes,CL,a140,6,0.163636364
yes,CL,a141,6,0.052631579
yes,CL,a142,6,0.166666667
yes,CL,a143,6,0.14516129
yes,CL,a144,6,0.129770992
yes,CL,a145,6,0.151515152
yes,CL,a146,6,0.150943396
yes,CL,a147,6,0.193548387
yes,CL,a148,6,0.150943396
yes,CL,a149,6,0.183333333
yes,CL,a150,6,0.116666667
yes,CL,a151,6,0.150943396
yes,CL,a152,6,0.109090909
yes,CL,a153,6,0.206896552
yes,CL,a154,6,0.116666667
yes,CL,a155,6,0.165354331
yes,CL,a156,6,0.070707071
yes,CL,a157,6,0.264957265
yes,CL,a158,6,0.070707071
yes,CL,a159,6,0.185840708
yes,CL,a160,6,0.185840708
yes,CL,a161,6,0.070707071
yes,CL,a162,6,0.106796117
yes,CL,a163,6,0.155963303
yes,CL,a164,6,0.256637168
yes,CL,a165,6,0.233333333
yes,CL,a166,6,0.193548387
yes,CL,a167,6,0.075471698
yes,CL,a168,6,0.116666667
yes,CL,a169,6,0.116666667
yes,CL,a170,6,0
yes,CL,a171,6,0.109090909
yes,CL,a172,6,0.137931034
yes,CL,a173,6,0.183333333
yes,CL,a174,6,0.165354331
yes,CL,a175,6,0.193548387
yes,CL,a176,6,0.115942029
yes,CL,a177,6,0.115942029
yes,CL,a178,6,0.193548387
yes,CL,a179,6,0.15625
yes,CL,a180,6,0.104477612
yes,CL,a181,6,0.115942029
yes,CL,a182,6,0.062068966
yes,CL,a183,6,0.116666667
yes,CL,a184,6,0.183333333
yes,CL,a185,6,0.075471698
yes,CL,a186,6,0.036363636
yes,CL,a187,6,0.206896552
yes,CL,a188,6,0.183333333
yes,CL,a189,6,0.165354331
yes,CL,a190,6,0.149253731
yes,CL,a191,6,0.116666667
yes,CL,a192,6,0.14516129
yes,CL,a193,6,0.184615385
yes,CL,a194,6,0.104477612
yes,CL,a195,6,0.04964539
yes,CL,a196,6,0.116666667
yes,CL,a197,6,0.14516129
yes,CL,a198,6,0.123076923
yes,CL,a199,6,0.104477612
yes,CL,a200,6,0.134751773
yes,CL,a201,6,0.109090909
yes,CL,a202,6,0.137931034
yes,CL,a203,6,0.183333333
yes,CL,a204,6,0.165354331
yes,CL,a205,6,0.166666667
yes,CL,a206,6,0.14516129
yes,CL,a207,6,0.129770992
yes,CL,a208,6,0.184615385
yes,CL,a209,6,0.124087591
yes,CL,a210,6,0.092198582
yes,CL,a1,7,0.044117647
yes,CL,a2,7,0.067669173
yes,CL,a3,7,0.021582734
yes,CL,a4,7,0.044117647
yes,CL,a5,7,0.075757576
yes,CL,a6,7,0.126984127
yes,CL,a7,7,0.054263566
yes,CL,a8,7,0.100775194
yes,CL,a9,7,0.022556391
yes,CL,a10,7,0.046153846
yes,CL,a11,7,0.022556391
yes,CL,a12,7,0.044117647
yes,CL,a13,7,0.022556391
yes,CL,a14,7,0.064748201
yes,CL,a15,7,0.021582734
yes,CL,a16,7,0.022556391
yes,CL,a17,7,0.022556391
yes,CL,a18,7,0.044117647
yes,CL,a19,7,0.021582734
yes,CL,a20,7,0.062068966
yes,CL,a21,7,0.112781955
yes,CL,a22,7,0.064748201
yes,CL,a23,7,0.088235294
yes,CL,a24,7,0.121212121
yes,CL,a25,7,0.126984127
yes,CL,a26,7,0.100775194
yes,CL,a27,7,0.147286822
yes,CL,a28,7,0.067669173
yes,CL,a29,7,0.092307692
yes,CL,a30,7,0.067669173
yes,CL,a31,7,0
yes,CL,a32,7,0.067669173
yes,CL,a33,7,0.064748201
yes,CL,a34,7,0.064748201
yes,CL,a35,7,0.067669173
yes,CL,a36,7,0.067669173
yes,CL,a37,7,0.044117647
yes,CL,a38,7,0.064748201
yes,CL,a39,7,0.062068966
yes,CL,a40,7,0.088235294
yes,CL,a41,7,0.022556391
yes,CL,a42,7,0.100775194
yes,CL,a43,7,0.105691057
yes,CL,a44,7,0.079365079
yes,CL,a45,7,0.079365079
yes,CL,a46,7,0.046153846
yes,CL,a47,7,0.023622047
yes,CL,a48,7,0.046153846
yes,CL,a49,7,0.112781955
yes,CL,a50,7,0.046153846
yes,CL,a51,7,0.088235294
yes,CL,a52,7,0.044117647
yes,CL,a53,7,0.046153846
yes,CL,a54,7,0.046153846
yes,CL,a55,7,0.067669173
yes,CL,a56,7,0.088235294
yes,CL,a57,7,0.126760563
yes,CL,a58,7,0.064748201
yes,CL,a59,7,0.096296296
yes,CL,a60,7,0.100775194
yes,CL,a61,7,0.075757576
yes,CL,a62,7,0.121212121
yes,CL,a63,7,0.044117647
yes,CL,a64,7,0.067669173
yes,CL,a65,7,0.044117647
yes,CL,a66,7,0.064748201
yes,CL,a67,7,0.044117647
yes,CL,a68,7,0.084507042
yes,CL,a69,7,0.042253521
yes,CL,a70,7,0.044117647
yes,CL,a71,7,0.044117647
yes,CL,a72,7,0.064748201
yes,CL,a73,7,0.042253521
yes,CL,a74,7,0.040540541
yes,CL,a75,7,0.121212121
yes,CL,a76,7,0.126984127
yes,CL,a77,7,0.054263566
yes,CL,a78,7,0.100775194
yes,CL,a79,7,0.022556391
yes,CL,a80,7,0.046153846
yes,CL,a81,7,0.022556391
yes,CL,a82,7,0.088235294
yes,CL,a83,7,0.022556391
yes,CL,a84,7,0.064748201
yes,CL,a85,7,0.021582734
yes,CL,a86,7,0.022556391
yes,CL,a87,7,0.022556391
yes,CL,a88,7,0.088235294
yes,CL,a89,7,0.064748201
yes,CL,a90,7,0.103448276
yes,CL,a91,7,0.163934426
yes,CL,a92,7,0.072
yes,CL,a93,7,0.024
yes,CL,a94,7,0.100775194
yes,CL,a95,7,0.079365079
yes,CL,a96,7,0.100775194
yes,CL,a97,7,0.121212121
yes,CL,a98,7,0.100775194
yes,CL,a99,7,0.096296296
yes,CL,a100,7,0.096296296
yes,CL,a101,7,0.100775194
yes,CL,a102,7,0.100775194
yes,CL,a103,7,0.075757576
yes,CL,a104,7,0.051851852
yes,CL,a105,7,0.092198582
yes,CL,a106,7,0.142857143
yes,CL,a107,7,0.142857143
yes,CL,a108,7,0.105691057
yes,CL,a109,7,0.083333333
yes,CL,a110,7,0.105691057
yes,CL,a111,7,0.126984127
yes,CL,a112,7,0.105691057
yes,CL,a113,7,0.147286822
yes,CL,a114,7,0.147286822
yes,CL,a115,7,0.105691057
yes,CL,a116,7,0.105691057
yes,CL,a117,7,0.126984127
yes,CL,a118,7,0.147286822
yes,CL,a119,7,0.140740741
yes,CL,a120,7,0.049180328
yes,CL,a121,7,0.031746032
yes,CL,a122,7,0.056910569
yes,CL,a123,7,0.031746032
yes,CL,a124,7,0.100775194
yes,CL,a125,7,0.031746032
yes,CL,a126,7,0.075757576
yes,CL,a127,7,0.075757576
yes,CL,a128,7,0.031746032
yes,CL,a129,7,0.031746032
yes,CL,a130,7,0.100775194
yes,CL,a131,7,0.075757576
yes,CL,a132,7,0.115942029
yes,CL,a133,7,0.079365079
yes,CL,a134,7,0.056910569
yes,CL,a135,7,0.079365079
yes,CL,a136,7,0.147286822
yes,CL,a137,7,0.079365079
yes,CL,a138,7,0.075757576
yes,CL,a139,7,0.121212121
yes,CL,a140,7,0.079365079
yes,CL,a141,7,0.079365079
yes,CL,a142,7,0.100775194
yes,CL,a143,7,0.075757576
yes,CL,a144,7,0.115942029
yes,CL,a145,7,0.023622047
yes,CL,a146,7,0
yes,CL,a147,7,0.067669173
yes,CL,a148,7,0
yes,CL,a149,7,0.044117647
yes,CL,a150,7,0.044117647
yes,CL,a151,7,0
yes,CL,a152,7,0
yes,CL,a153,7,0.067669173
yes,CL,a154,7,0.044117647
yes,CL,a155,7,0.084507042
yes,CL,a156,7,0.023622047
yes,CL,a157,7,0.092307692
yes,CL,a158,7,0.023622047
yes,CL,a159,7,0.067669173
yes,CL,a160,7,0.067669173
yes,CL,a161,7,0.023622047
yes,CL,a162,7,0.023622047
yes,CL,a163,7,0.046153846
yes,CL,a164,7,0.067669173
yes,CL,a165,7,0.107913669
yes,CL,a166,7,0.067669173
yes,CL,a167,7,0
yes,CL,a168,7,0.044117647
yes,CL,a169,7,0.044117647
yes,CL,a170,7,0
yes,CL,a171,7,0
yes,CL,a172,7,0.067669173
yes,CL,a173,7,0.044117647
yes,CL,a174,7,0.084507042
yes,CL,a175,7,0.067669173
yes,CL,a176,7,0.064748201
yes,CL,a177,7,0.064748201
yes,CL,a178,7,0.067669173
yes,CL,a179,7,0.067669173
yes,CL,a180,7,0.044117647
yes,CL,a181,7,0.064748201
yes,CL,a182,7,0.062068966
yes,CL,a183,7,0.044117647
yes,CL,a184,7,0.044117647
yes,CL,a185,7,0
yes,CL,a186,7,0
yes,CL,a187,7,0.067669173
yes,CL,a188,7,0.044117647
yes,CL,a189,7,0.084507042
yes,CL,a190,7,0.084507042
yes,CL,a191,7,0.044117647
yes,CL,a192,7,0.044117647
yes,CL,a193,7,0.064748201
yes,CL,a194,7,0.042253521
yes,CL,a195,7,0.040540541
yes,CL,a196,7,0.044117647
yes,CL,a197,7,0.044117647
yes,CL,a198,7,0.064748201
yes,CL,a199,7,0.042253521
yes,CL,a200,7,0.081081081
yes,CL,a201,7,0
yes,CL,a202,7,0.067669173
yes,CL,a203,7,0.044117647
yes,CL,a204,7,0.084507042
yes,CL,a205,7,0.067669173
yes,CL,a206,7,0.044117647
yes,CL,a207,7,0.084507042
yes,CL,a208,7,0.064748201
yes,CL,a209,7,0.062068966
yes,CL,a210,7,0.040540541
no,MCV,b1,2,0.01986755
no,MCV,b2,2,0.026666667
no,MCV,b3,2,0.066666667
no,MCV,b4,2,0
no,MCV,b5,2,0.038961039
no,MCV,b6,2,0.01910828
no,MCV,b7,2,0.026666667
no,MCV,b8,2,0.142857143
no,MCV,b9,2,0.038961039
no,MCV,b10,2,0.01986755
no,MCV,b11,2,0.01910828
no,MCV,b12,2,0.088435374
no,MCV,b13,2,0.01910828
no,MCV,b14,2,0.038961039
no,MCV,b15,2,0.01910828
no,MCV,b16,2,0.01910828
no,MCV,b17,2,0.026666667
no,MCV,b18,2,0.038961039
no,MCV,b19,2,0.01910828
no,MCV,b20,2,0.01910828
no,MCV,b21,2,0.047619048
no,MCV,b22,2,0.088435374
no,MCV,b23,2,0.01986755
no,MCV,b24,2,0.059602649
no,MCV,b25,2,0.038961039
no,MCV,b26,2,0.047619048
no,MCV,b27,2,0.124087591
no,MCV,b28,2,0.059602649
no,MCV,b29,2,0.040540541
no,MCV,b30,2,0.038961039
no,MCV,b31,2,0.111111111
no,MCV,b32,2,0.038961039
no,MCV,b33,2,0.059602649
no,MCV,b34,2,0.038961039
no,MCV,b35,2,0.038961039
no,MCV,b36,2,0.047619048
no,MCV,b37,2,0.059602649
no,MCV,b38,2,0.038961039
no,MCV,b39,2,0.038961039
no,MCV,b40,2,0.095890411
no,MCV,b41,2,0.026666667
no,MCV,b42,2,0.066666667
no,MCV,b43,2,0.045751634
