dispersal_allowed,plate_id,pairwise_id,week,beta_diversity
no,CL,a39,6,0
no,CL,a40,6,0.25
no,CL,a41,6,0.298701299
no,CL,a42,6,0.319587629
no,CL,a43,6,0.214285714
no,CL,a44,6,0.29787234
no,CL,a45,6,0.285714286
no,CL,a46,6,0.35
no,CL,a47,6,0.319587629
no,CL,a48,6,0.25
no,CL,a49,6,0.25
no,CL,a50,6,0.276595745
no,CL,a51,6,0.369863014
no,CL,a52,6,0.376344086
no,CL,a53,6,0.395348837
no,CL,a54,6,0.186813187
no,CL,a55,6,0.373493976
no,CL,a56,6,0.4
no,CL,a57,6,0.212765957
no,CL,a58,6,0.220779221
no,CL,a59,6,0.257731959
no,CL,a60,6,0.380952381
no,CL,a61,6,0.29787234
no,CL,a62,6,0.214285714
no,CL,a63,6,0.175
no,CL,a64,6,0.175257732
no,CL,a65,6,0.35
no,CL,a66,6,0.35
no,CL,a67,6,0.361702128
no,CL,a68,6,0.095890411
no,CL,a69,6,0.225806452
no,CL,a70,6,0.395348837
no,CL,a71,6,0.186813187
no,CL,a72,6,0.445783133
no,CL,a73,6,0.272727273
no,CL,a74,6,0.361702128
no,CL,a75,6,0.361702128
no,CL,a76,6,0.50617284
no,CL,a77,6,0.406593407
no,CL,a78,6,0.333333333
no,CL,a79,6,0.402597403
no,CL,a80,6,0.361702128
no,CL,a81,6,0.480519481
no,CL,a82,6,0.480519481
no,CL,a83,6,0.472527473
no,CL,a84,6,0.342857143
no,CL,a85,6,0.422222222
no,CL,a86,6,0.614457831
no,CL,a87,6,0.295454545
no,CL,a88,6,0.675
no,CL,a89,6,0.439252336
no,CL,a90,6,0.472527473
no,CL,a91,6,0.207920792
no,CL,a92,6,0.153153153
no,CL,a93,6,0.128712871
no,CL,a94,6,0.175257732
no,CL,a95,6,0.192982456
no,CL,a96,6,0.237113402
no,CL,a97,6,0.237113402
no,CL,a98,6,0.207207207
no,CL,a99,6,0.266666667
no,CL,a100,6,0.163636364
no,CL,a101,6,0.223300971
no,CL,a102,6,0.259259259
no,CL,a103,6,0.42
no,CL,a104,6,0.165354331
no,CL,a105,6,0.279279279
no,CL,a106,6,0.102040816
no,CL,a107,6,0.159090909
no,CL,a108,6,0.214285714
no,CL,a109,6,0.207920792
no,CL,a110,6,0.119047619
no,CL,a111,6,0.119047619
no,CL,a112,6,0.244897959
no,CL,a113,6,0.402597403
no,CL,a114,6,0.175257732
no,CL,a115,6,0.266666667
no,CL,a116,6,0.221052632
no,CL,a117,6,0.24137931
no,CL,a118,6,0.298245614
no,CL,a119,6,0.102040816
no,CL,a120,6,0.102040816
no,CL,a121,6,0.14893617
no,CL,a122,6,0.099099099
no,CL,a123,6,0.212765957
no,CL,a124,6,0.212765957
no,CL,a125,6,0.314814815
no,CL,a126,6,0.310344828
no,CL,a127,6,0.121495327
no,CL,a128,6,0.34
no,CL,a129,6,0.161904762
no,CL,a130,6,0.257731959
no,CL,a131,6,0.193548387
no,CL,a132,6,0.12962963
no,CL,a133,6,0.047619048
no,CL,a134,6,0.207920792
no,CL,a135,6,0.119047619
no,CL,a136,6,0.119047619
no,CL,a137,6,0.244897959
no,CL,a138,6,0.220779221
no,CL,a139,6,0.175257732
no,CL,a140,6,0.266666667
no,CL,a141,6,0.221052632
no,CL,a142,6,0.402298851
no,CL,a143,6,0.298245614
no,CL,a144,6,0.244897959
no,CL,a145,6,0.175257732
no,CL,a146,6,0.175
no,CL,a147,6,0.175
no,CL,a148,6,0.29787234
no,CL,a149,6,0.178082192
no,CL,a150,6,0.139784946
no,CL,a151,6,0.23255814
no,CL,a152,6,0.274725275
no,CL,a153,6,0.373493976
no,CL,a154,6,0.272727273
no,CL,a155,6,0.29787234
no,CL,a156,6,0.319587629
no,CL,a157,6,0.319587629
no,CL,a158,6,0.333333333
no,CL,a159,6,0.266666667
no,CL,a160,6,0.090909091
no,CL,a161,6,0.359223301
no,CL,a162,6,0.185185185
no,CL,a163,6,0.2
no,CL,a164,6,0.102362205
no,CL,a165,6,0.153153153
no,CL,a166,6,0
no,CL,a167,6,0.14893617
no,CL,a168,6,0.369863014
no,CL,a169,6,0.225806452
no,CL,a170,6,0.162790698
no,CL,a171,6,0.340659341
no,CL,a172,6,0.301204819
no,CL,a173,6,0.345454545
no,CL,a174,6,0.14893617
no,CL,a175,6,0.14893617
no,CL,a176,6,0.369863014
no,CL,a177,6,0.225806452
no,CL,a178,6,0.162790698
no,CL,a179,6,0.340659341
no,CL,a180,6,0.301204819
no,CL,a181,6,0.345454545
no,CL,a182,6,0.14893617
no,CL,a183,6,0.471264368
no,CL,a184,6,0.327102804
no,CL,a185,6,0.14
no,CL,a186,6,0.295238095
no,CL,a187,6,0.319587629
no,CL,a188,6,0.241935484
no,CL,a189,6,0.185185185
no,CL,a190,6,0.23255814
no,CL,a191,6,0.417721519
no,CL,a192,6,0.285714286
no,CL,a193,6,0.578947368
no,CL,a194,6,0.359223301
no,CL,a195,6,0.471264368
no,CL,a196,6,0.272727273
no,CL,a197,6,0.230769231
no,CL,a198,6,0.25
no,CL,a199,6,0.138211382
no,CL,a200,6,0.196261682
no,CL,a201,6,0.463917526
no,CL,a202,6,0.348314607
no,CL,a203,6,0.206896552
no,CL,a204,6,0.28
no,CL,a205,6,0.361702128
no,CL,a206,6,0.272727273
no,CL,a207,6,0.219047619
no,CL,a208,6,0.238938053
no,CL,a209,6,0.113402062
no,CL,a210,6,0.193548387
no,CL,a1,7,0.186813187
no,CL,a2,7,0.27027027
no,CL,a3,7,0.27027027
no,CL,a4,7,0.540540541
no,CL,a5,7,0.386363636
no,CL,a6,7,0.307692308
no,CL,a7,7,0.386363636
no,CL,a8,7,0.307692308
no,CL,a9,7,0.23943662
no,CL,a10,7,0.252747253
no,CL,a11,7,0.189189189
no,CL,a12,7,0.189189189
no,CL,a13,7,0.186813187
no,CL,a14,7,0.402985075
no,CL,a15,7,0.285714286
no,CL,a16,7,0.220779221
no,CL,a17,7,0.386363636
no,CL,a18,7,0.220779221
no,CL,a19,7,0.288461538
no,CL,a20,7,0.186813187
no,CL,a21,7,0.252747253
no,CL,a22,7,0.406593407
no,CL,a23,7,0.472527473
no,CL,a24,7,0.352380952
no,CL,a25,7,0.136842105
no,CL,a26,7,0.161904762
no,CL,a27,7,0.284210526
no,CL,a28,7,0.386363636
no,CL,a29,7,0.185185185
no,CL,a30,7,0.186813187
no,CL,a31,7,0.186813187
no,CL,a32,7,0.185185185
no,CL,a33,7,0.523809524
no,CL,a34,7,0.267326733
no,CL,a35,7,0.361702128
no,CL,a36,7,0.219047619
no,CL,a37,7,0.14893617
no,CL,a38,7,0.223140496
no,CL,a39,7,0
no,CL,a40,7,0.27027027
no,CL,a41,7,0.27027027
no,CL,a42,7,0.386363636
no,CL,a43,7,0.307692308
no,CL,a44,7,0.386363636
no,CL,a45,7,0.307692308
no,CL,a46,7,0.436619718
no,CL,a47,7,0.406593407
no,CL,a48,7,0.27027027
no,CL,a49,7,0.27027027
no,CL,a50,7,0.252747253
no,CL,a51,7,0.402985075
no,CL,a52,7,0.523809524
no,CL,a53,7,0.480519481
no,CL,a54,7,0.227272727
no,CL,a55,7,0.480519481
no,CL,a56,7,0.480769231
no,CL,a57,7,0.252747253
no,CL,a58,7,0.27027027
no,CL,a59,7,0.318181818
no,CL,a60,7,0.487179487
no,CL,a61,7,0.386363636
no,CL,a62,7,0.307692308
no,CL,a63,7,0.23943662
no,CL,a64,7,0.186813187
no,CL,a65,7,0.459459459
no,CL,a66,7,0.459459459
no,CL,a67,7,0.406593407
no,CL,a68,7,0.104477612
no,CL,a69,7,0.285714286
no,CL,a70,7,0.480519481
no,CL,a71,7,0.227272727
no,CL,a72,7,0.480519481
no,CL,a73,7,0.288461538
no,CL,a74,7,0.406593407
no,CL,a75,7,0.386363636
no,CL,a76,7,0.564102564
no,CL,a77,7,0.454545455
no,CL,a78,7,0.384615385
no,CL,a79,7,0.521126761
no,CL,a80,7,0.406593407
no,CL,a81,7,0.540540541
no,CL,a82,7,0.540540541
no,CL,a83,7,0.472527473
no,CL,a84,7,0.402985075
no,CL,a85,7,0.523809524
no,CL,a86,7,0.74025974
no,CL,a87,7,0.295454545
no,CL,a88,7,0.74025974
no,CL,a89,7,0.480769231
no,CL,a90,7,0.472527473
no,CL,a91,7,0.260869565
no,CL,a92,7,0.196078431
no,CL,a93,7,0.108695652
no,CL,a94,7,0.2
no,CL,a95,7,0.295238095
no,CL,a96,7,0.227272727
no,CL,a97,7,0.227272727
no,CL,a98,7,0.219047619
no,CL,a99,7,0.259259259
no,CL,a100,7,0.244897959
no,CL,a101,7,0.252747253
no,CL,a102,7,0.333333333
no,CL,a103,7,0.56043956
no,CL,a104,7,0.254237288
no,CL,a105,7,0.352380952
no,CL,a106,7,0.108695652
no,CL,a107,7,0.170731707
no,CL,a108,7,0.28
no,CL,a109,7,0.284210526
no,CL,a110,7,0.128205128
no,CL,a111,7,0.128205128
no,CL,a112,7,0.284210526
no,CL,a113,7,0.436619718
no,CL,a114,7,0.227272727
no,CL,a115,7,0.333333333
no,CL,a116,7,0.260869565
no,CL,a117,7,0.333333333
no,CL,a118,7,0.37037037
no,CL,a119,7,0.136842105
no,CL,a120,7,0.108695652
no,CL,a121,7,0.2
no,CL,a122,7,0.161904762
no,CL,a123,7,0.227272727
no,CL,a124,7,0.227272727
no,CL,a125,7,0.352380952
no,CL,a126,7,0.333333333
no,CL,a127,7,0.163265306
no,CL,a128,7,0.406593407
no,CL,a129,7,0.196078431
no,CL,a130,7,0.340659341
no,CL,a131,7,0.254237288
no,CL,a132,7,0.161904762
no,CL,a133,7,0.093333333
no,CL,a134,7,0.284210526
no,CL,a135,7,0.128205128
no,CL,a136,7,0.128205128
no,CL,a137,7,0.284210526
no,CL,a138,7,0.23943662
no,CL,a139,7,0.227272727
no,CL,a140,7,0.333333333
no,CL,a141,7,0.260869565
no,CL,a142,7,0.50617284
no,CL,a143,7,0.37037037
no,CL,a144,7,0.284210526
no,CL,a145,7,0.227272727
no,CL,a146,7,0.23943662
no,CL,a147,7,0.23943662
no,CL,a148,7,0.386363636
no,CL,a149,7,0.15625
no,CL,a150,7,0.160493827
no,CL,a151,7,0.27027027
no,CL,a152,7,0.364705882
no,CL,a153,7,0.459459459
no,CL,a154,7,0.326732673
no,CL,a155,7,0.386363636
no,CL,a156,7,0.406593407
no,CL,a157,7,0.406593407
no,CL,a158,7,0.37037037
no,CL,a159,7,0.285714286
no,CL,a160,7,0.128712871
no,CL,a161,7,0.425531915
no,CL,a162,7,0.219047619
no,CL,a163,7,0.212765957
no,CL,a164,7,0.107438017
no,CL,a165,7,0.185185185
no,CL,a166,7,0
no,CL,a167,7,0.186813187
no,CL,a168,7,0.402985075
no,CL,a169,7,0.285714286
no,CL,a170,7,0.220779221
no,CL,a171,7,0.386363636
no,CL,a172,7,0.402597403
no,CL,a173,7,0.423076923
no,CL,a174,7,0.186813187
no,CL,a175,7,0.186813187
no,CL,a176,7,0.402985075
no,CL,a177,7,0.285714286
no,CL,a178,7,0.220779221
no,CL,a179,7,0.386363636
no,CL,a180,7,0.402597403
no,CL,a181,7,0.423076923
no,CL,a182,7,0.186813187
no,CL,a183,7,0.523809524
no,CL,a184,7,0.405940594
no,CL,a185,7,0.212765957
no,CL,a186,7,0.295238095
no,CL,a187,7,0.361702128
no,CL,a188,7,0.272727273
no,CL,a189,7,0.185185185
no,CL,a190,7,0.220779221
no,CL,a191,7,0.428571429
no,CL,a192,7,0.333333333
no,CL,a193,7,0.628571429
no,CL,a194,7,0.381443299
no,CL,a195,7,0.523809524
no,CL,a196,7,0.310344828
no,CL,a197,7,0.306122449
no,CL,a198,7,0.310344828
no,CL,a199,7,0.175438596
no,CL,a200,7,0.267326733
no,CL,a201,7,0.56043956
no,CL,a202,7,0.425
no,CL,a203,7,0.252336449
no,CL,a204,7,0.361702128
no,CL,a205,7,0.406593407
no,CL,a206,7,0.305084746
no,CL,a207,7,0.219047619
no,CL,a208,7,0.252336449
no,CL,a209,7,0.14893617
no,CL,a210,7,0.223140496
yes,CL,a1,2,0.01910828
yes,CL,a2,2,0.076923077
yes,CL,a3,2,0.01986755
yes,CL,a4,2,0.047619048
yes,CL,a5,2,0.118881119
yes,CL,a6,2,0.088435374
yes,CL,a7,2,0.066666667
yes,CL,a8,2,0.088435374
yes,CL,a9,2,0
yes,CL,a10,2,0.088435374
yes,CL,a11,2,0.026666667
yes,CL,a12,2,0.076923077
yes,CL,a13,2,0.026666667
yes,CL,a14,2,0.088435374
yes,CL,a15,2,0.026666667
yes,CL,a16,2,0.026666667
yes,CL,a17,2,0.066666667
yes,CL,a18,2,0.059602649
yes,CL,a19,2,0.01910828
yes,CL,a20,2,0.066666667
yes,CL,a21,2,0.095890411
yes,CL,a22,2,0.038961039
yes,CL,a23,2,0.066666667
yes,CL,a24,2,0.095890411
yes,CL,a25,2,0.066666667
yes,CL,a26,2,0.045751634
yes,CL,a27,2,0.066666667
yes,CL,a28,2,0.01910828
yes,CL,a29,2,0.066666667
yes,CL,a30,2,0.045751634
yes,CL,a31,2,0.095890411
yes,CL,a32,2,0.045751634
yes,CL,a33,2,0.066666667
yes,CL,a34,2,0.045751634
yes,CL,a35,2,0.045751634
yes,CL,a36,2,0.045751634
yes,CL,a37,2,0.038961039
yes,CL,a38,2,0
yes,CL,a39,2,0.045751634
yes,CL,a40,2,0.057142857
yes,CL,a41,2,0.029411765
yes,CL,a42,2,0.106060606
yes,CL,a43,2,0.132352941
yes,CL,a44,2,0.151079137
yes,CL,a45,2,0.132352941
yes,CL,a46,2,0.076923077
yes,CL,a47,2,0.132352941
yes,CL,a48,2,0.050359712
yes,CL,a49,2,0.106060606
yes,CL,a50,2,0.050359712
yes,CL,a51,2,0.132352941
yes,CL,a52,2,0.050359712
yes,CL,a53,2,0.050359712
yes,CL,a54,2,0.151079137
yes,CL,a55,2,0.1
yes,CL,a56,2,0.095890411
yes,CL,a57,2,0.151079137
yes,CL,a58,2,0.027777778
yes,CL,a59,2,0.1
yes,CL,a60,2,0.069444444
yes,CL,a61,2,0.088435374
yes,CL,a62,2,0.069444444
yes,CL,a63,2,0.01986755
yes,CL,a64,2,0.069444444
yes,CL,a65,2,0.047619048
yes,CL,a66,2,0.1
yes,CL,a67,2,0.047619048
yes,CL,a68,2,0.069444444
yes,CL,a69,2,0.047619048
yes,CL,a70,2,0.047619048
yes,CL,a71,2,0.088435374
yes,CL,a72,2,0.040540541
yes,CL,a73,2,0.038961039
yes,CL,a74,2,0.088435374
yes,CL,a75,2,0.132352941
yes,CL,a76,2,0.1
yes,CL,a77,2,0.118881119
yes,CL,a78,2,0.1
yes,CL,a79,2,0.047619048
yes,CL,a80,2,0.1
yes,CL,a81,2,0.020979021
yes,CL,a82,2,0.073529412
yes,CL,a83,2,0.020979021
yes,CL,a84,2,0.1
yes,CL,a85,2,0.020979021
yes,CL,a86,2,0.020979021
yes,CL,a87,2,0.118881119
yes,CL,a88,2,0.069444444
yes,CL,a89,2,0.066666667
yes,CL,a90,2,0.118881119
yes,CL,a91,2,0.029411765
yes,CL,a92,2,0.050359712
yes,CL,a93,2,0.029411765
yes,CL,a94,2,0.118881119
yes,CL,a95,2,0.029411765
yes,CL,a96,2,0.151079137
yes,CL,a97,2,0.106060606
yes,CL,a98,2,0.151079137
yes,CL,a99,2,0.029411765
yes,CL,a100,2,0.151079137
yes,CL,a101,2,0.151079137
yes,CL,a102,2,0.050359712
yes,CL,a103,2,0.057142857
yes,CL,a104,2,0.095890411
yes,CL,a105,2,0.050359712
yes,CL,a106,2,0.020979021
yes,CL,a107,2,0
yes,CL,a108,2,0.088435374
yes,CL,a109,2,0
yes,CL,a110,2,0.118881119
yes,CL,a111,2,0.073529412
yes,CL,a112,2,0.118881119
yes,CL,a113,2,0
yes,CL,a114,2,0.118881119
yes,CL,a115,2,0.118881119
yes,CL,a116,2,0.020979021
yes,CL,a117,2,0.027777778
yes,CL,a118,2,0.066666667
yes,CL,a119,2,0.020979021
yes,CL,a120,2,0.020979021
yes,CL,a121,2,0.066666667
yes,CL,a122,2,0.020979021
yes,CL,a123,2,0.095890411
yes,CL,a124,2,0.050359712
yes,CL,a125,2,0.095890411
yes,CL,a126,2,0.020979021
yes,CL,a127,2,0.095890411
yes,CL,a128,2,0.095890411
yes,CL,a129,2,0
yes,CL,a130,2,0.047619048
yes,CL,a131,2,0.045751634
yes,CL,a132,2,0
yes,CL,a133,2,0.088435374
yes,CL,a134,2,0
yes,CL,a135,2,0.118881119
yes,CL,a136,2,0.073529412
yes,CL,a137,2,0.118881119
yes,CL,a138,2,0
yes,CL,a139,2,0.118881119
yes,CL,a140,2,0.118881119
yes,CL,a141,2,0.020979021
yes,CL,a142,2,0.027777778
yes,CL,a143,2,0.066666667
yes,CL,a144,2,0.020979021
yes,CL,a145,2,0.088435374
yes,CL,a146,2,0.026666667
yes,CL,a147,2,0.076923077
yes,CL,a148,2,0.026666667
yes,CL,a149,2,0.088435374
yes,CL,a150,2,0.026666667
yes,CL,a151,2,0.026666667
yes,CL,a152,2,0.066666667
yes,CL,a153,2,0.059602649
yes,CL,a154,2,0.01910828
yes,CL,a155,2,0.066666667
yes,CL,a156,2,0.118881119
yes,CL,a157,2,0.073529412
yes,CL,a158,2,0.118881119
yes,CL,a159,2,0
yes,CL,a160,2,0.118881119
yes,CL,a161,2,0.118881119
yes,CL,a162,2,0.020979021
yes,CL,a163,2,0.027777778
yes,CL,a164,2,0.066666667
yes,CL,a165,2,0.020979021
yes,CL,a166,2,0.050359712
yes,CL,a167,2,0
yes,CL,a168,2,0.118881119
yes,CL,a169,2,0
yes,CL,a170,2,0
yes,CL,a171,2,0.095890411
yes,CL,a172,2,0.088435374
yes,CL,a173,2,0.045751634
yes,CL,a174,2,0.095890411
yes,CL,a175,2,0.050359712
yes,CL,a176,2,0.073529412
yes,CL,a177,2,0.050359712
yes,CL,a178,2,0.050359712
yes,CL,a179,2,0.050359712
yes,CL,a180,2,0.1
yes,CL,a181,2,0.095890411
yes,CL,a182,2,0.050359712
yes,CL,a183,2,0.118881119
yes,CL,a184,2,0
yes,CL,a185,2,0
yes,CL,a186,2,0.095890411
yes,CL,a187,2,0.088435374
yes,CL,a188,2,0.045751634
yes,CL,a189,2,0.095890411
yes,CL,a190,2,0.118881119
yes,CL,a191,2,0.118881119
yes,CL,a192,2,0.020979021
yes,CL,a193,2,0.027777778
yes,CL,a194,2,0.066666667
yes,CL,a195,2,0.020979021
yes,CL,a196,2,0
yes,CL,a197,2,0.095890411
yes,CL,a198,2,0.088435374
yes,CL,a199,2,0.045751634
yes,CL,a200,2,0.095890411
yes,CL,a201,2,0.095890411
yes,CL,a202,2,0.088435374
yes,CL,a203,2,0.045751634
yes,CL,a204,2,0.095890411
yes,CL,a205,2,0.047619048
yes,CL,a206,2,0.045751634
yes,CL,a207,2,0
yes,CL,a208,2,0.038961039
yes,CL,a209,2,0.047619048
yes,CL,a210,2,0.045751634
yes,CL,a1,3,0.142857143
yes,CL,a2,3,0.203703704
yes,CL,a3,3,0.052631579
yes,CL,a4,3,0.171171171
yes,CL,a5,3,0.114754098
yes,CL,a6,3,0.173553719
yes,CL,a7,3,0.114754098
yes,CL,a8,3,0.214953271
yes,CL,a9,3,0.196261682
yes,CL,a10,3,0.214953271
yes,CL,a11,3,0.171171171
yes,CL,a12,3,0.114754098
yes,CL,a13,3,0.099099099
yes,CL,a14,3,0.152542373
yes,CL,a15,3,0.092436975
yes,CL,a16,3,0.092436975
yes,CL,a17,3,0.171171171
yes,CL,a18,3,0.193548387
yes,CL,a19,3,0.163636364
yes,CL,a20,3,0.175572519
yes,CL,a21,3,0.193277311
yes,CL,a22,3,0.136
yes,CL,a23,3,0.163934426
yes,CL,a24,3,0.067669173
yes,CL,a25,3,0.075757576
yes,CL,a26,3,0.022556391
yes,CL,a27,3,0.152542373
yes,CL,a28,3,0.203389831
yes,CL,a29,3,0.152542373
yes,CL,a30,3,0.114754098
yes,CL,a31,3,0.067669173
yes,CL,a32,3,0.114754098
yes,CL,a33,3,0.100775194
yes,CL,a34,3,0.092307692
yes,CL,a35,3,0.092307692
yes,CL,a36,3,0.114754098
yes,CL,a37,3,0.140740741
yes,CL,a38,3,0.123966942
yes,CL,a39,3,0.084507042
yes,CL,a40,3,0.245614035
yes,CL,a41,3,0.027027027
yes,CL,a42,3,0.163934426
yes,CL,a43,3,0.157024793
yes,CL,a44,3,0.163934426
yes,CL,a45,3,0.121495327
yes,CL,a46,3,0.065420561
yes,CL,a47,3,0.121495327
yes,CL,a48,3,0.081081081
yes,CL,a49,3,0.163934426
yes,CL,a50,3,0.153153153
yes,CL,a51,3,0.13559322
yes,CL,a52,3,0.092436975
yes,CL,a53,3,0.092436975
yes,CL,a54,3,0.081081081
yes,CL,a55,3,0.193548387
yes,CL,a56,3,0.145454545
yes,CL,a57,3,0.221374046
yes,CL,a58,3,0.213675214
yes,CL,a59,3,0.15625
yes,CL,a60,3,0.118110236
yes,CL,a61,3,0.109375
yes,CL,a62,3,0.256637168
yes,CL,a63,3,0.185840708
yes,CL,a64,3,0.256637168
yes,CL,a65,3,0.162393162
yes,CL,a66,3,0.109375
yes,CL,a67,3,0.094017094
yes,CL,a68,3,0.14516129
yes,CL,a69,3,0.136
yes,CL,a70,3,0.136
yes,CL,a71,3,0.213675214
yes,CL,a72,3,0.184615385
yes,CL,a73,3,0.155172414
yes,CL,a74,3,0.124087591
yes,CL,a75,3,0.136
yes,CL,a76,3,0.129032258
yes,CL,a77,3,0.136
yes,CL,a78,3,0.090909091
yes,CL,a79,3,0.090909091
yes,CL,a80,3,0.090909091
yes,CL,a81,3,0.052631579
yes,CL,a82,3,0.136
yes,CL,a83,3,0.122807018
yes,CL,a84,3,0.107438017
yes,CL,a85,3,0.06557377
yes,CL,a86,3,0.06557377
yes,CL,a87,3,0.052631579
yes,CL,a88,3,0.165354331
yes,CL,a89,3,0.115044248
yes,CL,a90,3,0.194029851
yes,CL,a91,3,0.096296296
yes,CL,a92,3,0.044117647
yes,CL,a93,3,0.123966942
yes,CL,a94,3,0.223140496
yes,CL,a95,3,0.123966942
yes,CL,a96,3,0.136
yes,CL,a97,3,0.044117647
yes,CL,a98,3,0.136
yes,CL,a99,3,0.075757576
yes,CL,a100,3,0.067669173
yes,CL,a101,3,0.067669173
yes,CL,a102,3,0.088
yes,CL,a103,3,0.072463768
yes,CL,a104,3,0.14516129
yes,CL,a105,3,0.062068966
yes,CL,a106,3,0.051851852
yes,CL,a107,3,0.116666667
yes,CL,a108,3,0.166666667
yes,CL,a109,3,0.116666667
yes,CL,a110,3,0.080645161
yes,CL,a111,3,0.096296296
yes,CL,a112,3,0.080645161
yes,CL,a113,3,0.129770992
yes,CL,a114,3,0.121212121
yes,CL,a115,3,0.121212121
yes,CL,a116,3,0.080645161
yes,CL,a117,3,0.124087591
yes,CL,a118,3,0.089430894
yes,CL,a119,3,0.069444444
yes,CL,a120,3,0.123966942
yes,CL,a121,3,0.173553719
yes,CL,a122,3,0.123966942
yes,CL,a123,3,0.088
yes,CL,a124,3,0.044117647
yes,CL,a125,3,0.088
yes,CL,a126,3,0.075757576
yes,CL,a127,3,0.067669173
yes,CL,a128,3,0.067669173
yes,CL,a129,3,0.088
yes,CL,a130,3,0.115942029
yes,CL,a131,3,0.096774194
yes,CL,a132,3,0.062068966
yes,CL,a133,3,0.188679245
yes,CL,a134,3,0
yes,CL,a135,3,0.090909091
yes,CL,a136,3,0.173553719
yes,CL,a137,3,0.163636364
yes,CL,a138,3,0.145299145
yes,CL,a139,3,0.152542373
yes,CL,a140,3,0.152542373
yes,CL,a141,3,0.036363636
yes,CL,a142,3,0.138211382
yes,CL,a143,3,0.100917431
yes,CL,a144,3,0.184615385
yes,CL,a145,3,0.188679245
yes,CL,a146,3,0.090909091
yes,CL,a147,3,0.173553719
yes,CL,a148,3,0.163636364
yes,CL,a149,3,0.145299145
yes,CL,a150,3,0.152542373
yes,CL,a151,3,0.152542373
yes,CL,a152,3,0.145454545
yes,CL,a153,3,0.25203252
yes,CL,a154,3,0.155963303
yes,CL,a155,3,0.230769231
yes,CL,a156,3,0.090909091
yes,CL,a157,3,0.173553719
yes,CL,a158,3,0.163636364
yes,CL,a159,3,0.145299145
yes,CL,a160,3,0.152542373
yes,CL,a161,3,0.152542373
yes,CL,a162,3,0.036363636
yes,CL,a163,3,0.138211382
yes,CL,a164,3,0.100917431
yes,CL,a165,3,0.184615385
yes,CL,a166,3,0.088
yes,CL,a167,3,0.070175439
yes,CL,a168,3,0.05785124
yes,CL,a169,3,0.114754098
yes,CL,a170,3,0.114754098
yes,CL,a171,3,0.052631579
yes,CL,a172,3,0.212598425
yes,CL,a173,3,0.061946903
yes,CL,a174,3,0.149253731
yes,CL,a175,3,0.088
yes,CL,a176,3,0.03030303
yes,CL,a177,3,0.067669173
yes,CL,a178,3,0.067669173
yes,CL,a179,3,0.136
yes,CL,a180,3,0.115942029
yes,CL,a181,3,0.14516129
yes,CL,a182,3,0.062068966
yes,CL,a183,3,0.123966942
yes,CL,a184,3,0.114754098
yes,CL,a185,3,0.114754098
yes,CL,a186,3,0.122807018
yes,CL,a187,3,0.212598425
yes,CL,a188,3,0.061946903
yes,CL,a189,3,0.149253731
yes,CL,a190,3,0.100775194
yes,CL,a191,3,0.100775194
yes,CL,a192,3,0.107438017
yes,CL,a193,3,0.149253731
yes,CL,a194,3,0.116666667
yes,CL,a195,3,0.092198582
yes,CL,a196,3,0
yes,CL,a197,3,0.114754098
yes,CL,a198,3,0.096296296
yes,CL,a199,3,0.173553719
yes,CL,a200,3,0.126760563
yes,CL,a201,3,0.114754098
yes,CL,a202,3,0.096296296
yes,CL,a203,3,0.173553719
yes,CL,a204,3,0.126760563
yes,CL,a205,3,0.165354331
yes,CL,a206,3,0.061946903
yes,CL,a207,3,0.149253731
yes,CL,a208,3,0.222222222
yes,CL,a209,3,0.088435374
yes,CL,a210,3,0.157894737
yes,CL,a1,4,0.080645161
yes,CL,a2,4,0.114754098
yes,CL,a3,4,0.096296296
yes,CL,a4,4,0.123966942
yes,CL,a5,4,0.129032258
yes,CL,a6,4,0.193548387
yes,CL,a7,4,0.107438017
yes,CL,a8,4,0.163934426
yes,CL,a9,4,0.079365079
yes,CL,a10,4,0.136
yes,CL,a11,4,0.088
yes,CL,a12,4,0.175572519
yes,CL,a13,4,0.024
yes,CL,a14,4,0.136
yes,CL,a15,4,0.0625
yes,CL,a16,4,0.152542373
yes,CL,a17,4,0.114754098
yes,CL,a18,4,0.15625
yes,CL,a19,4,0.075757576
yes,CL,a20,4,0.115942029
yes,CL,a21,4,0.203389831
yes,CL,a22,4,0.175572519
yes,CL,a23,4,0.213675214
yes,CL,a24,4,0.166666667
yes,CL,a25,4,0.116666667
yes,CL,a26,4,0.094017094
yes,CL,a27,4,0.203389831
yes,CL,a28,4,0.163934426
yes,CL,a29,4,0.173553719
yes,CL,a30,4,0.173553719
yes,CL,a31,4,0.149606299
yes,CL,a32,4,0.107438017
yes,CL,a33,4,0.173553719
yes,CL,a34,4,0.14516129
yes,CL,a35,4,0.245614035
yes,CL,a36,4,0.203389831
yes,CL,a37,4,0.241935484
yes,CL,a38,4,0.109375
yes,CL,a39,4,0.149253731
yes,CL,a40,4,0.147286822
yes,CL,a41,4,0.060869565
yes,CL,a42,4,0.203389831
yes,CL,a43,4,0.254237288
yes,CL,a44,4,0.234782609
yes,CL,a45,4,0.120689655
yes,CL,a46,4,0.083333333
yes,CL,a47,4,0.142857143
yes,CL,a48,4,0.092436975
yes,CL,a49,4,0.232
yes,CL,a50,4,0.142857143
yes,CL,a51,4,0.142857143
yes,CL,a52,4,0.114754098
yes,CL,a53,4,0.160714286
